Founder Name,Title,Company Name,Company Website,Location (City Country),Total Funding Raised,Revenue (if known),Sector,LinkedIn URL,Email,Notable Investors,Why Invite
Eiso Kant,CEO & Co-founder,Poolside AI,https://poolside.ai,"San Francisco, US",$626M+,,AI + Developer Tools,https://linkedin.com/in/eisokant,,Bain Capital Ventures; DST Global; Nvidia,Building the most advanced AI coding assistant; Poolside raised one of 2024's largest AI rounds
Jason Warner,CTO & Co-founder,Poolside AI,https://poolside.ai,"San Francisco, US",$626M+,,AI + Developer Tools,https://linkedin.com/in/jasonwarner,,Bain Capital Ventures; DST Global; Nvidia,Former GitHub CTO; building next-gen AI for software engineering at Poolside
Lewis Liu,CEO & Co-founder,Eigen Technologies,https://eigen.co,"London, UK",$93M+,,AI + Enterprise / Document Intelligence,https://linkedin.com/in/lewisliu1,,Goldman Sachs; Temasek; Dawn Capital,Building AI for document processing in banking; Goldman Sachs-backed; strong enterprise traction
Navrina Singh,CEO & Founder,Credo AI,https://credo.ai,"San Francisco, US",$41M+,,AI + Governance,https://linkedin.com/in/navrinasingh,,Sands Capital; Decibel; Village Global,Building AI governance platform; former Microsoft AI leader; essential for responsible AI adoption
Gary Marcus,CEO & Founder,Robust.AI / AI critic,https://robust.ai,"New York, US",$15M+,,AI + Robotics / Safety,https://linkedin.com/in/garymarcus,,Playground Global; Lux Capital,NYU professor and prominent AI critic; Robust.AI building safer AI for robotics; influential voice
Liang Wee Tan,CEO,BenevolentAI,https://benevolent.ai,"London, UK",$400M+ / Public,,AI + Health / Drug Discovery,https://linkedin.com/in/liangweetan,,Temasek; Woodford; Public,London-based AI drug discovery company; one of the UK's pioneering AI health companies
Andrej Karpathy,Founder,Eureka Labs,https://eurekalabs.ai,"San Francisco, US",Undisclosed,,AI + Education,https://linkedin.com/in/andrejkarpathy,,Unknown,Former OpenAI/Tesla AI director; legendary AI educator (YouTube); now building AI-native education
Michael Truell,CEO & Co-founder,Cursor,https://cursor.com,"San Francisco, US",$60M+,$100M+ ARR,AI + Developer Tools,https://linkedin.com/in/michaeltruell,,Andreessen Horowitz; Thrive Capital; OpenAI Startup Fund,Built Cursor to $100M ARR in record time; the AI code editor is the fastest-growing dev tool
Aman Sanger,CTO & Co-founder,Cursor,https://cursor.com,"San Francisco, US",$60M+,$100M+ ARR,AI + Developer Tools,https://linkedin.com/in/amansanger,,Andreessen Horowitz; Thrive Capital,Technical co-founder of Cursor; building the AI-first IDE that developers love
Sualeh Asif,Co-founder,Cursor,https://cursor.com,"San Francisco, US",$60M+,$100M+ ARR,AI + Developer Tools,https://linkedin.com/in/sualehasif,,Andreessen Horowitz; Thrive Capital,Co-founder of Cursor; part of the MIT team that built the breakout AI coding tool
Arvid Lunnemark,Co-founder,Cursor,https://cursor.com,"San Francisco, US",$60M+,$100M+ ARR,AI + Developer Tools,https://linkedin.com/in/arvidlunnemark,,Andreessen Horowitz; Thrive Capital,Co-founder of Cursor; MIT background; helping build the future of AI-assisted programming
Scott Wu,CEO & Co-founder,Cognition AI (Devin),https://cognition.ai,"San Francisco, US",$175M+,,AI + Developer Tools / Agents,https://linkedin.com/in/scottwu12,,Founders Fund; Khosla Ventures; Peter Thiel,"Created Devin, the first AI software engineer; former IOI gold medalist; redefining software development"
Sergey Levine,Co-founder & Advisor,Physical Intelligence,https://physicalintelligence.company,"San Francisco, US",$400M+,,AI + Robotics,https://linkedin.com/in/sergeylevine,,Jeff Bezos; Thrive Capital; Lux Capital,UC Berkeley professor; Physical Intelligence building general-purpose robot AI; massive recent raise
Karol Hausman,Co-founder,Physical Intelligence,https://physicalintelligence.company,"San Francisco, US",$400M+,,AI + Robotics,https://linkedin.com/in/karolhausman,,Jeff Bezos; Thrive Capital; Lux Capital,Former Google DeepMind researcher; building foundation models for robots at Physical Intelligence
Chelsea Finn,Co-founder,Physical Intelligence,https://physicalintelligence.company,"San Francisco, US",$400M+,,AI + Robotics,https://linkedin.com/in/chelseafinn,,Jeff Bezos; Thrive Capital; Lux Capital,Stanford professor; pioneer of meta-learning and robot learning; co-founded Physical Intelligence
Daphne Koller,CEO & Founder,insitro,https://insitro.com,"San Francisco, US",$643M+,,AI + Health / Drug Discovery,https://linkedin.com/in/daphnekoller,,a16z; Canada Pension Plan; GV; Third Rock Ventures,Stanford professor; Coursera co-founder; now using ML to transform drug discovery at insitro
Suhail Doshi,CEO & Founder,Playground AI,https://playground.com,"San Francisco, US",$48M+,,AI + Media/Creative,https://linkedin.com/in/suhaildoshi,,a16z; NVentures; Samsung,Former Mixpanel founder; now building Playground for AI-powered graphic design
Siqi Chen,CEO & Founder,Runway Financial,https://runway.com,"San Francisco, US",$54M+,,AI + Fintech / FP&A,https://linkedin.com/in/siqichen,,General Catalyst; Greylock; a16z,Building AI for financial planning; not to be confused with Runway ML; strong enterprise traction
Sara Hooker,VP of Research,Cohere,https://cohere.com,"Toronto, Canada",$970M+,,Generative AI / Foundation Models,https://linkedin.com/in/sarahooker,,Nvidia; Oracle; Salesforce Ventures,Former Google Brain researcher; leads Cohere's research; founded Cohere For AI nonprofit
Nick Frosst,Co-founder,Cohere,https://cohere.com,"Toronto, Canada",$970M+,,Generative AI / Foundation Models,https://linkedin.com/in/nickfrosst,,Nvidia; Oracle; Salesforce Ventures,Studied under Geoffrey Hinton; co-founded Cohere; key figure in Canadian AI ecosystem
Daniel De Freitas,Co-founder,Character.AI,https://character.ai,"Palo Alto, US",$193M+,,AI + Consumer,https://linkedin.com/in/daniel-de-freitas,,Andreessen Horowitz; SV Angel,Co-created LaMDA at Google; co-founded Character.AI bringing personality to AI conversations
Douwe Kiela,CEO & Co-founder,Contextual AI,https://contextual.ai,"San Francisco, US",$80M+,,AI Infrastructure / Enterprise,https://linkedin.com/in/douwekiela,,Greycroft; Index Ventures; Meta (investment),Former Meta AI researcher; building RAG-native enterprise AI platform at Contextual AI
Percy Liang,Associate Professor & Founder,Together AI / Stanford CRFM,https://together.ai,"Stanford, US",$426M+,,AI Infrastructure / Research,https://linkedin.com/in/percyliang,,Nvidia; Salesforce Ventures,Stanford professor directing CRFM; leads HELM AI evaluation; Together AI co-founder
George Sivulka,CEO & Founder,Hebbia,https://hebbia.ai,"New York, US",$130M+,,AI + Enterprise / Knowledge,https://linkedin.com/in/georgesivulka,,Andreessen Horowitz; Peter Thiel; Google Ventures,Stanford PhD dropout; Hebbia's AI analyst is used by top financial and legal firms
Skylar Payne,CEO & Co-founder,Tome,https://tome.app,"San Francisco, US",$81M+,,AI + Enterprise / Presentations,https://linkedin.com/in/skylarpayne,,Greylock; Lightspeed; Coatue,Building AI-native presentations and storytelling; Tome is reimagining business communication
Keith Peiris,CEO & Co-founder,Tome,https://tome.app,"San Francisco, US",$81M+,,AI + Enterprise / Presentations,https://linkedin.com/in/keithpeiris,,Greylock; Lightspeed; Coatue,Former Instagram product lead; co-founded Tome for AI-powered business storytelling
Ramesh Raskar,CEO & Co-founder,Wellframe / MIT Media Lab spin-offs,https://wellframe.com,"Boston, US",$75M+,,AI + Health / Digital Health,https://linkedin.com/in/rameshraskar,,HealthQuad; Vitalize Ventures,MIT Media Lab professor; pioneering AI for preventive healthcare and patient engagement
Iya Khalil,Co-founder & Chief Commercial Officer,GNS Healthcare,https://gnshealthcare.com,"Cambridge, US",$77M+,,AI + Health / Precision Medicine,https://linkedin.com/in/iyakhalil,,Lilly; Alexandria; GV,Using causal AI for drug discovery and precision medicine at GNS Healthcare
Dina Katabi,CEO & Founder,Emerald Innovations,https://emeraldinno.com,"Cambridge, US",$90M+,,AI + Health / Monitoring,https://linkedin.com/in/dinakatabi,,Intel Capital; Amazon Alexa Fund,MIT professor using AI + wireless signals for contactless health monitoring
Eugenia Kuyda,CEO & Co-founder,Replika,https://replika.ai,"San Francisco, US",$10M+,$50M+ ARR,AI + Consumer / Companion,https://linkedin.com/in/eugeniakuyda,,Khosla Ventures; Y Combinator,Built Replika into the leading AI companion app with millions of active users
Azeem Azhar,Founder,Exponential View / HBR,https://exponentialview.co,"London, UK",$10M+,,AI + Media / Analysis,https://linkedin.com/in/azeem,,Various,Leading voice on AI and exponential technologies; author and HBR contributor; shapes AI narrative
Anne Boden,CEO & Founder,Starling Bank (AI-powered),https://starlingbank.com,"London, UK",$500M+,$400M+ revenue,AI + Fintech,https://linkedin.com/in/anneboden,,Goldman Sachs; Fidelity; Qatar Investment Authority,Founded UK's leading digital bank with AI at its core; profitable and growing rapidly
Kriti Sharma,Founder,AI for Good / Aible,https://aible.com,"London, UK",$22M+,,AI + Enterprise,https://linkedin.com/in/kritisharma,,Khosla Ventures,AI ethics leader; building Aible for business AI; former Sage VP of AI
Tumelo Ramaphosa,CTO & Co-founder,Aire,https://aire.io,"London, UK",$14M+,,AI + Fintech / Credit,https://linkedin.com/in/tumelo,,Experian Ventures; Sunstone Capital,Using AI to transform credit scoring with alternative data
Neil Lawrence,Professor & Co-founder,Amazon Cambridge / various,https://inverseprobability.com,"Cambridge, UK",Various,,AI Research / Applied AI,https://linkedin.com/in/neillawrence,,Amazon,DeepMind professor; former Amazon Cambridge director; one of UK's most influential AI researchers
Carina Namih,Co-founder,Synthetic Intelligence Forum / Policymaker,https://syntheticintelligenceforum.com,"London, UK",$10M+,,AI Policy / Enterprise,https://linkedin.com/in/carinanamih,,Various,Shapes UK AI policy; co-founded organizations bridging AI innovation and governance
Mattha Busby,CEO & Co-founder,Wayve (early team),https://wayve.ai,"London, UK",$1B+,,AI + Autonomy,https://linkedin.com/in/matthabusby,,SoftBank; Microsoft,Early Wayve team member; UK autonomous driving pioneer
Mike Chicken,CEO & Co-founder,Ada,https://ada.cx,"Toronto, Canada",$190M+,,AI + Enterprise / Customer Service,https://linkedin.com/in/mikechicken,,Accel; Spark Capital; Tiger Global,Building AI customer service automation; Ada serves 100M+ customers for brands like Meta and Shopify
David Faber,Co-founder,Ada,https://ada.cx,"Toronto, Canada",$190M+,,AI + Enterprise / Customer Service,https://linkedin.com/in/davidfaber,,Accel; Spark Capital; Tiger Global,Co-founded Ada; transforming customer experience with AI in Toronto's growing tech ecosystem
Barret Zoph,Research Lead,Google DeepMind (ex-Toronto),https://deepmind.google,"Toronto / Mountain View, Canada/US",Google-backed,,Generative AI / Research,https://linkedin.com/in/barretzoph,,Google,Co-created NAS; leading Gemini efforts at Google; trained in Canada's AI ecosystem
Chris Chicken,CEO & Co-founder,Dessa (acquired by Square),https://dessa.com,"Toronto, Canada",Acquired by Square,,AI Infrastructure,https://linkedin.com/in/chrischicken,,Acquired by Square,Built AI platform Dessa; acquired by Square; now Series A+ in Canadian AI ecosystem
Guillaume Bouchard,CEO & Co-founder,Dreamquark,https://dreamquark.com,"Montreal, Canada",$17M+,,AI + Fintech / Insurance,https://linkedin.com/in/guillaumebouchard,,BlackFin Capital; Cathay Innovation,Using AI for financial services; one of Canada/France's top AI fintech founders
Kanjun Qiu,CEO & Co-founder,Imbue,https://imbue.com,"San Francisco, US",$220M+,,Generative AI / AI Agents,https://linkedin.com/in/kanjunqiu,,Nvidia; Astera Institute,Building AI agents that reason and code; Imbue raised $200M+ for autonomous AI research
Josh Browder,CEO & Founder,DoNotPay,https://donotpay.com,"San Francisco, US",$16M+,,AI + Legal / Consumer,https://linkedin.com/in/jbrowder1,,Andreessen Horowitz; Felicis,The 'robot lawyer' app; democratizing legal access with AI; millions of users
Adi Agashe,CEO & Co-founder,Elto,https://elto.com,"San Francisco, US",$12M+,,AI + Enterprise / Voice,https://linkedin.com/in/adiagashe,,Andreessen Horowitz,Building AI voice agents for enterprise phone calls
Noah Ready-Campbell,CEO & Co-founder,Built Robotics,https://builtrobotics.com,"San Francisco, US",$112M+,,AI + Robotics / Construction,https://linkedin.com/in/noahreadycampbell,,Founders Fund; Looking Glass Capital,Turning heavy equipment into autonomous robots for construction
Amanpreet Singh,CEO & Co-founder,Reka AI,https://reka.ai,"San Francisco, US",$58M+,,Generative AI / Foundation Models,https://linkedin.com/in/amanpreetsingh,,Snowflake; SoftBank; DST Global,Former Google DeepMind; building multimodal foundation models at Reka
Yi Tay,Co-founder,Reka AI,https://reka.ai,"San Francisco, US",$58M+,,Generative AI / Foundation Models,https://linkedin.com/in/yitay,,Snowflake; SoftBank; DST Global,Former Google Brain researcher; building multimodal AI models at Reka
Jonas Andrulis,CEO & Founder,Aleph Alpha,https://aleph-alpha.com,"Heidelberg / London, UK",$500M+,,Generative AI / Foundation Models,https://linkedin.com/in/jonasandrulis,,Bosch; SAP; Hewlett Packard Enterprise,Building sovereign AI for Europe; strong government and enterprise focus
Hieu Pham,CEO & Co-founder,xAI (key researcher),https://x.ai,"San Francisco, US",$12B+,,Generative AI / Foundation Models,https://linkedin.com/in/haborepham,,Various,Key technical contributor to xAI's Grok models
Roy Raanani,CEO & Co-founder,Chorus.ai (acquired by ZoomInfo),https://zoominfo.com,"San Francisco, US",Acquired ($575M),,AI + Sales,https://linkedin.com/in/royraanani,,Acquired by ZoomInfo,Built Chorus.ai conversation intelligence; acquired by ZoomInfo for $575M
Jaleh Rezaei,CEO & Co-founder,Mutiny,https://mutinyhq.com,"San Francisco, US",$72M+,,AI + Enterprise / Marketing,https://linkedin.com/in/jalehrezaei,,Sequoia; Tiger Global; Insight Partners,AI-powered website personalization; transforming B2B marketing with generative AI
